,funding_rounds,funding_duration_days,total_investment,years_to_first_funding,country_code_encoded,market_encoded,status_encoded
18347,2.0,890,200000.0,0.38904109589041097,19,0,2
18348,2.0,1065,6300000.0,10.213698630136987,49,2,2
18349,1.0,0,56130000.0,8.504109589041096,15,19,2
18350,1.0,0,100000.0,-0.32054794520547947,1,19,2
18351,1.0,0,30000.0,0.0,31,5,1
18352,1.0,0,180000.0,1.3315068493150686,37,19,2
18353,2.0,171,3250000.0,0.4191780821917808,49,24,0
18354,2.0,885,700000.0,1.9726027397260273,49,24,2
18355,1.0,0,143140.0,0.0,18,19,2
18358,1.0,0,118956.0,1.0,20,19,2
18359,1.0,0,120000.0,0.0,49,19,1
18360,2.0,98,4500000.0,0.8301369863013699,49,19,2
18361,1.0,0,7000000.0,9.726027397260275,49,23,0
18362,1.0,0,1000000.0,1.084931506849315,49,0,0
18363,4.0,1321,24548791.0,1.8,49,19,2
18364,4.0,216,1300000.0,1.3945205479452054,49,0,2
18365,1.0,0,2000000.0,1.347945205479452,15,6,2
18366,1.0,0,15000000.0,3.9178082191780823,49,19,2
18367,1.0,0,3500000.0,6.427397260273972,49,20,2
18368,1.0,0,1000000.0,4.249315068493151,49,19,1
18369,1.0,0,170604000.0,0.00821917808219178,19,19,1
18370,2.0,1235,6600000.0,-2.9178082191780823,8,19,2
18371,1.0,0,34752500.0,0.0547945205479452,19,19,1
18372,1.0,0,1000000.0,2.673972602739726,49,19,0
18373,3.0,619,210000.0,0.6547945205479452,49,23,2
18374,1.0,0,1258507.0,4.767123287671233,49,2,2
18375,1.0,0,525000.0,0.9424657534246575,49,20,2
18376,1.0,0,250000.0,-0.915068493150685,49,19,2
18377,1.0,0,55000000.0,6.96986301369863,49,3,2
18378,1.0,0,5000000.0,22.704109589041096,49,9,2
18379,1.0,0,1000.0,4.545205479452055,49,19,2
18380,2.0,3789,500000.0,4.002739726027397,4,6,0
18381,2.0,919,1400000.0,0.0,42,22,1
18382,1.0,0,1500000.0,1.8273972602739725,49,11,2
18383,1.0,0,4000000.0,2.504109589041096,18,19,2
18384,3.0,961,13670000.0,0.9534246575342465,28,6,2
18386,2.0,0,35000.0,1.8602739726027397,49,23,2
18387,2.0,247,2500000.0,6.8712328767123285,49,23,2
18388,2.0,1159,1500000.0,3.0876712328767124,49,19,2
18389,1.0,0,100000.0,0.3150684931506849,49,19,2
18391,1.0,0,185000.0,1.0876712328767124,49,19,0
18392,1.0,0,350000.0,-0.15342465753424658,7,22,2
18393,1.0,0,6800000.0,11.134246575342466,2,3,2
18394,8.0,743,37002388.0,4.32054794520548,49,6,2
18395,1.0,0,20500000.0,3.7041095890410958,8,2,0
18396,1.0,0,1500000.0,0.8575342465753425,49,19,2
18397,5.0,1155,100068430.0,0.16712328767123288,10,6,2
18398,1.0,0,10000000.0,0.7890410958904109,10,10,2
18400,1.0,0,6000000.0,4.046575342465753,49,5,0
18401,1.0,0,549970.0,2.361643835616438,49,11,1
18402,4.0,276,1987116.0,1.515068493150685,27,8,2
18403,1.0,0,500000.0,5.024657534246575,37,24,2
18404,2.0,301,3000000.0,0.9671232876712329,49,7,2
18405,7.0,1741,155000000.0,0.7534246575342466,49,8,2
18406,1.0,0,880530.0,5.512328767123288,18,12,2
18407,1.0,0,800000.0,0.8493150684931506,26,22,2
18408,1.0,0,8900000.0,3.2164383561643834,37,15,2
18409,5.0,1283,276830000.0,0.38082191780821917,24,19,2
18410,3.0,683,6000000.0,0.8082191780821918,49,19,2
18411,1.0,0,4000000.0,0.9945205479452055,29,23,0
18412,2.0,302,12660000.0,6.586301369863014,19,16,2
18413,1.0,0,5000000.0,0.08493150684931507,49,19,1
18414,2.0,362,1000000.0,1.4904109589041097,34,15,2
18415,1.0,0,50000.0,0.4602739726027397,49,2,2
18416,3.0,506,6500000.0,6.3123287671232875,49,2,2
18417,2.0,98,200000.0,1.4,49,19,2
18418,2.0,916,24000000.0,2.317808219178082,26,23,2
18419,3.0,768,2071500.0,0.0547945205479452,49,16,1
18420,2.0,549,14000000.0,5.852054794520548,49,23,2
18421,1.0,0,271043.0,0.08493150684931507,49,9,2
18422,4.0,3583,23250000.0,0.0,49,19,2
18423,1.0,0,90000.0,0.9972602739726028,49,12,2
18424,1.0,0,454575.0,1.4602739726027398,19,23,2
18425,2.0,1216,3175000.0,-1.4136986301369863,49,19,1
18426,1.0,0,62500.0,4.517808219178082,49,15,2
18427,4.0,221,1715000.0,1.0904109589041096,49,19,2
18428,1.0,0,1000.0,0.0,49,19,2
18429,1.0,0,3150000.0,5.1287671232876715,49,19,2
18430,4.0,1090,28500000.0,1.5041095890410958,49,6,2
18431,1.0,0,150000.0,0.8328767123287671,49,19,2
18432,3.0,184,1950000.0,4.821917808219178,49,0,2
18433,1.0,0,25000.0,1.5835616438356164,1,0,2
18434,5.0,1236,29470000.0,0.3287671232876712,49,7,2
18436,2.0,305,256960.0,0.3041095890410959,49,19,2
18437,2.0,381,185000.0,1.2027397260273973,49,17,1
18439,1.0,0,554508.0,1.263013698630137,49,23,2
18440,2.0,436,3454037.0,0.08493150684931507,17,17,2
18441,3.0,1478,15800000.0,1.0410958904109588,26,23,0
18442,1.0,0,43833.0,0.0,19,19,2
18443,3.0,598,2600000.0,0.0,19,6,2
18444,1.0,0,980400.0,5.465753424657534,49,12,2
18445,1.0,0,600000.0,0.0,26,19,2
18446,5.0,1618,16600000.0,0.5835616438356165,49,19,0
18447,1.0,0,6800000.0,5.016438356164383,49,19,2
18448,1.0,0,300000.0,1.2876712328767124,45,19,2
18449,1.0,0,120000.0,0.0,19,6,1
18450,1.0,0,19500000.0,16.01095890410959,49,19,2
18451,1.0,0,9800000.0,3.6,24,2,2
18452,1.0,0,600000.0,0.6657534246575343,49,19,2
18453,6.0,1170,20801185.0,1.4136986301369863,49,3,2
18454,2.0,947,23000000.0,2.1095890410958904,49,12,2
18455,1.0,0,500000.0,1.904109589041096,49,19,2
18456,2.0,227,750000.0,1.0027397260273974,49,22,2
18457,1.0,0,800000.0,1.082191780821918,49,25,1
18458,1.0,0,2000000.0,1.1726027397260275,15,11,2
18459,6.0,1974,80587143.0,5.3342465753424655,49,3,2
18460,1.0,0,3960000.0,5.213698630136986,18,23,0
18461,1.0,0,27500000.0,15.27945205479452,49,12,2
18462,2.0,1894,12209831.0,4.071232876712329,49,12,0
18463,1.0,0,586161.0,3.8794520547945206,49,23,2
18464,2.0,949,700000.0,56.95890410958904,49,2,2
18465,3.0,428,15403710.0,7.602739726027397,49,2,2
18466,1.0,0,109381.0,1.3342465753424657,41,19,2
18467,1.0,0,5000000.0,8.501369863013698,49,19,2
18468,1.0,0,10000000.0,3.1506849315068495,49,9,2
18469,1.0,0,5320000.0,9.698630136986301,19,3,2
18470,1.0,0,140000.0,1.0328767123287672,49,19,2
18471,1.0,0,3300000.0,7.005479452054795,49,19,2
18472,1.0,0,1439257.0,5.652054794520548,49,23,2
18473,2.0,1361,25000000.0,9.35890410958904,49,23,0
18474,1.0,0,550000.0,0.3424657534246575,49,2,2
18475,2.0,1974,5654678.0,5.16986301369863,19,8,2
18476,1.0,0,4840000.0,10.252054794520548,26,19,0
18477,2.0,384,11000000.0,2.4273972602739726,7,12,2
18478,3.0,673,3754369.0,1.6164383561643836,49,2,2
18479,1.0,0,15000000.0,4.191780821917808,49,2,2
18480,1.0,0,146788.0,0.35342465753424657,44,17,2
18481,1.0,0,100000.0,-0.9068493150684932,49,5,2
18482,1.0,0,1300000.0,1.893150684931507,49,17,2
18483,6.0,1897,118584455.0,1.347945205479452,49,19,2
18484,1.0,0,5240000.0,13.035616438356165,49,19,0
18485,1.0,0,8000000.0,10.353424657534246,49,5,2
18486,1.0,0,150000.0,1.1835616438356165,49,17,2
18488,1.0,0,20000000.0,2.547945205479452,19,19,2
18489,2.0,1993,12600000.0,-0.6657534246575343,49,20,2
18490,1.0,0,10000.0,-0.3643835616438356,49,19,2
18491,2.0,268,13000000.0,1.3287671232876712,49,17,0
18492,2.0,371,6750000.0,0.6164383561643836,49,17,2
18493,1.0,0,19000000.0,6.52054794520548,8,2,2
18494,1.0,0,525000.0,1.1643835616438356,49,2,2
18495,3.0,251,3950000.0,4.627397260273972,49,2,2
18496,1.0,0,3400000.0,28.654794520547945,49,2,2
18497,3.0,1858,196249996.0,4.263013698630137,49,13,2
18498,4.0,894,87966477.0,12.178082191780822,49,13,2
18499,4.0,1231,14400000.0,1.284931506849315,49,2,2
18500,1.0,0,1000000.0,2.756164383561644,49,2,2
18501,1.0,0,6840000.0,30.21095890410959,7,19,2
18502,3.0,881,3648148.0,4.3780821917808215,49,13,2
18503,4.0,1214,31163000.0,0.4958904109589041,49,13,2
18504,1.0,0,65000000.0,6.868493150684931,49,2,2
18505,2.0,404,1170000.0,0.8328767123287671,13,19,2
18506,4.0,2163,8742387.0,5.068493150684931,49,12,2
18507,8.0,2986,409000000.0,-1.0,49,19,2
18508,3.0,304,470000.0,0.8383561643835616,49,19,2
18509,2.0,101,762851.0,12.7013698630137,7,2,2
18510,1.0,0,1500000.0,8.2,49,1,2
18511,1.0,0,18000000.0,3.3123287671232875,49,17,2
18512,1.0,0,20000000.0,1.4684931506849315,5,0,2
18513,1.0,0,40000.0,2.6,9,3,2
18514,1.0,0,100000.0,0.0,19,23,2
18515,2.0,1,1000000.0,1.2712328767123289,49,19,2
18516,1.0,0,10000000.0,5.435616438356164,49,19,2
18517,3.0,931,1150050.0,-0.03287671232876712,49,17,2
18519,6.0,1699,225000000.0,0.9287671232876712,49,19,2
18520,6.0,2663,116500000.0,0.0,49,19,2
18521,2.0,480,784000.0,-0.1917808219178082,49,7,2
18523,2.0,751,3750000.0,-0.4136986301369863,49,19,1
18524,1.0,0,30000.0,0.5863013698630137,2,19,1
18525,1.0,0,176615.0,2.1452054794520548,49,23,2
18526,2.0,460,212500.0,0.5808219178082191,49,19,2
18527,2.0,939,14000000.0,1.4438356164383561,49,5,2
18528,1.0,0,16700000.0,9.676712328767124,49,19,2
18529,1.0,0,20000.0,0.4136986301369863,49,19,1
18530,2.0,570,1375000.0,1.6657534246575343,49,19,2
18531,3.0,1082,35000000.0,7.838356164383562,24,17,2
18532,1.0,0,20000.0,0.0,49,19,2
18533,1.0,0,3000000.0,0.9726027397260274,49,19,2
18534,3.0,810,2281697.0,0.9205479452054794,7,19,2
18535,1.0,0,450000.0,0.4465753424657534,49,19,2
18537,1.0,0,1614202.0,1.7616438356164383,19,8,0
18538,1.0,0,5000000.0,5.786301369863014,49,8,2
18539,1.0,0,80000.0,-0.336986301369863,19,19,2
18540,2.0,469,15900000.0,2.180821917808219,19,24,2
18541,2.0,492,1352000.0,1.4602739726027398,2,19,2
18542,1.0,0,720000.0,0.8493150684931506,49,19,2
18543,2.0,189,20100265.0,5.298630136986302,13,17,2
18544,4.0,215,2345000.0,0.19452054794520549,49,19,0
18545,1.0,0,900000.0,1.915068493150685,49,5,2
18546,2.0,979,16000000.0,3.5726027397260274,49,19,0
18547,4.0,1924,3000000.0,0.29863013698630136,49,19,2
18548,2.0,1196,17700000.0,1.4767123287671233,49,8,2
18549,1.0,0,21189.0,-0.3232876712328767,3,19,2
18550,1.0,0,2770750.0,5.032876712328767,49,13,2
18552,3.0,228,775000.0,1.8356164383561644,49,19,2
18553,1.0,0,12800000.0,8.454794520547946,49,4,0
18554,2.0,184,749000.0,3.271232876712329,25,19,2
18555,2.0,249,365000.0,0.6958904109589041,49,19,2
18556,7.0,2433,14965000.0,5.432876712328767,49,23,2
18557,1.0,0,45685.0,-0.2356164383561644,29,23,2
18558,2.0,213,140000.0,1.0767123287671232,7,25,2
18559,1.0,0,1000000.0,2.0,14,23,2
18560,3.0,1334,27300000.0,0.0,49,19,0
18561,9.0,1118,192249815.0,2.723287671232877,49,3,2
18562,2.0,366,4000000.0,0.16712328767123288,49,5,1
18563,1.0,0,40000.0,2.5452054794520547,49,24,2
18564,1.0,0,4700000.0,1.7561643835616438,2,5,2
18565,1.0,0,15000000.0,23.19178082191781,49,8,2
18566,1.0,0,5125000.0,10.26849315068493,49,5,2
18567,2.0,2564,18000000.0,0.3917808219178082,13,1,2
18568,5.0,2874,11682151.0,1.0,49,19,2
18569,2.0,1141,22450000.0,5.789041095890411,49,6,2
18570,2.0,393,41157036.0,1.9123287671232876,49,3,2
18571,1.0,0,1499998.0,1.2191780821917808,49,23,2
18572,2.0,377,400000.0,1.3315068493150686,2,8,2
18573,1.0,0,1200000.0,0.16986301369863013,49,5,0
18574,1.0,0,1300000.0,4.271232876712329,49,19,2
18575,3.0,129,5950000.0,2.835616438356164,49,11,2
18576,1.0,0,3300000.0,0.536986301369863,49,19,2
18577,2.0,178,630000.0,0.40821917808219177,49,12,2
18578,2.0,127,11851536.0,2.9616438356164383,49,10,2
18579,2.0,307,800000.0,1.4328767123287671,49,1,2
18580,3.0,730,900000.0,0.5835616438356165,19,19,2
18581,5.0,1504,4332943.0,25.2986301369863,49,8,0
18582,3.0,2121,26750000.0,2.947945205479452,49,8,0
18583,2.0,117,1702200.0,1.5863013698630137,37,19,2
18584,1.0,0,1400000.0,1.1643835616438356,49,10,2
18585,1.0,0,500000.0,4.476712328767123,49,19,2
18586,5.0,505,3250000.0,11.241095890410959,49,14,0
18587,1.0,0,118000.0,0.08493150684931507,49,19,2
18588,5.0,1544,7588999.0,-1.2136986301369863,49,23,2
18590,1.0,0,500000.0,0.5534246575342465,7,7,2
18591,1.0,0,599705.0,2.4246575342465753,49,2,2
18592,2.0,133,1871810.0,3.5013698630136987,49,2,2
18593,1.0,0,5000000.0,1.7780821917808218,49,11,2
18594,2.0,2230,2157896.0,-3.5424657534246577,49,19,2
18595,2.0,919,9000000.0,1.0246575342465754,42,6,2
18596,3.0,1226,56500000.0,5.750684931506849,49,11,2
18597,2.0,52,263760.0,1.0027397260273974,15,19,2
18598,1.0,0,3500000.0,7.712328767123288,49,19,2
18600,2.0,460,569518.0,2.654794520547945,29,19,2
18601,1.0,0,25000.0,1.5671232876712329,49,19,2
18602,2.0,271,1542750.0,2.147945205479452,14,19,2
18603,1.0,0,500000.0,4.471232876712329,49,23,0
18604,1.0,0,400000.0,1.5726027397260274,49,19,2
18605,1.0,0,360000.0,1.9616438356164383,49,18,2
18606,3.0,1743,27000000.0,3.6904109589041094,49,19,1
18607,1.0,0,7700000.0,5.956164383561644,49,10,2
18608,1.0,0,3000000.0,12.178082191780822,49,17,2
18609,4.0,1615,14133008.0,1.6712328767123288,49,13,2
18610,1.0,0,1750000.0,6.145205479452055,49,14,2
18611,4.0,1363,70250000.0,5.421917808219178,49,25,0
18612,1.0,0,900000.0,17.73972602739726,49,5,2
18613,3.0,353,6000000.0,1.0328767123287672,49,17,0
18614,2.0,1132,4500000.0,0.8575342465753425,49,17,0
18615,2.0,111,1036213.0,1.3013698630136987,49,19,2
18616,1.0,0,210000.0,0.0,49,19,2
18617,1.0,0,350000.0,1.7698630136986302,49,5,2
18618,1.0,0,100000.0,4.786301369863014,49,2,2
18619,2.0,1051,502500.0,4.980821917808219,49,23,2
18620,1.0,0,6000000.0,10.210958904109589,49,23,2
18621,1.0,0,18000000.0,2.0465753424657533,49,23,0
18622,1.0,0,9250150.0,3.158904109589041,49,2,0
18623,4.0,1586,23903060.0,2.3315068493150686,49,22,0
18624,2.0,1226,10790359.0,7.9150684931506845,18,23,2
18625,1.0,0,208000.0,2.0082191780821916,49,15,2
18626,1.0,0,180000.0,2.3315068493150686,49,19,2
18627,7.0,2564,81312915.0,1.0027397260273974,49,19,2
18628,4.0,885,3615400.0,-0.28493150684931506,49,19,2
18629,2.0,862,2010598.0,0.0,49,17,2
18631,2.0,243,175000.0,0.8383561643835616,1,23,2
18632,1.0,0,231588.0,2.0821917808219177,16,6,2
18633,2.0,98,18402.0,0.0547945205479452,29,23,2
18634,5.0,2820,21470000.0,2.3972602739726026,49,3,2
18635,1.0,0,1000000.0,1.3506849315068492,49,19,2
18636,1.0,0,150000.0,0.0,18,5,2
18637,1.0,0,325000.0,7.517808219178082,49,19,2
18638,7.0,2385,122000000.0,0.15616438356164383,49,19,0
18639,1.0,0,2907982.0,3.66027397260274,44,23,2
18640,2.0,312,10100000.0,3.1534246575342464,49,23,2
18641,1.0,0,6000000.0,0.8301369863013699,2,2,1
18642,1.0,0,8500000.0,6.920547945205479,7,23,0
18643,1.0,0,149218.0,0.0027397260273972603,50,25,2
18644,5.0,744,13041999.0,5.3561643835616435,49,17,2
18645,1.0,0,20118.0,1.4465753424657535,25,17,2
18646,1.0,0,500000.0,0.9424657534246575,49,14,2
18647,3.0,440,2800000.0,0.3315068493150685,49,23,2
18648,3.0,986,2650000.0,0.5808219178082191,49,8,2
18649,1.0,0,211459196.0,0.13150684931506848,49,14,2
18650,1.0,0,56700.0,1.4958904109589042,49,12,2
18652,2.0,183,2450000.0,0.0,49,23,2
18653,1.0,0,18024107.0,2.5123287671232877,19,4,2
18654,1.0,0,500000.0,0.0,32,19,1
18655,5.0,898,120250000.0,4.331506849315068,49,7,2
18656,1.0,0,2000000.0,1.5863013698630137,49,19,2
18657,1.0,0,35265.0,1.2931506849315069,49,17,0
18658,6.0,1758,14264323.0,1.6986301369863013,49,19,0
18659,1.0,0,46599.0,3.5945205479452054,2,7,2
18660,1.0,0,10000000.0,9.76986301369863,49,10,2
18661,4.0,1044,2347000.0,0.0,49,19,2
18662,2.0,394,9000000.0,-0.06027397260273973,49,19,0
18663,1.0,0,135000.0,2.252054794520548,49,17,2
18664,4.0,888,1100000.0,-0.1643835616438356,49,19,2
18665,2.0,819,19000000.0,2.389041095890411,49,0,2
18666,2.0,534,25050000.0,2.73972602739726,49,21,2
18667,1.0,0,10000.0,0.7890410958904109,28,19,0
18668,1.0,0,264000.0,13.224657534246575,49,23,2
18670,1.0,0,1182000.0,1.0356164383561643,49,11,2
18671,1.0,0,15000000.0,4.756164383561644,18,19,1
18672,1.0,0,16000000.0,1.0,49,23,0
18673,2.0,817,18034000.0,0.0027397260273972603,15,8,2
18674,1.0,0,100000.0,7.057534246575343,7,19,2
18675,3.0,1105,5300000.0,0.27945205479452057,49,11,2
18676,1.0,0,2000000.0,1.2465753424657535,5,5,2
18677,1.0,0,89003.0,-0.37534246575342467,49,19,2
18678,1.0,0,1500000.0,2.66027397260274,49,13,2
18679,1.0,0,700000.0,0.7479452054794521,49,19,1
18680,3.0,1339,27722766.0,7.024657534246575,19,25,2
18681,1.0,0,40000.0,1.378082191780822,49,19,2
18682,1.0,0,5000.0,0.3178082191780822,49,23,2
18683,1.0,0,543000.0,6.027397260273973,18,11,2
18684,5.0,3116,51260000.0,0.0,49,20,2
18685,1.0,0,300000.0,0.8273972602739726,49,19,2
18686,1.0,0,2000000.0,1.9534246575342467,49,19,2
18687,1.0,0,250000.0,1.9342465753424658,7,8,0
18688,3.0,671,10350001.0,2.8767123287671232,49,8,2
18689,1.0,0,3000000.0,2.8054794520547945,49,11,0
18690,3.0,1064,6612879.0,0.7041095890410959,49,10,2
18691,1.0,0,607200.0,3.9506849315068493,15,10,0
18692,2.0,549,1885000.0,-0.6712328767123288,49,10,2
18693,4.0,1874,24150000.0,0.0,19,19,2
18694,3.0,713,22000000.0,0.41643835616438357,49,1,2
18695,3.0,355,385000.0,-0.0027397260273972603,49,19,2
18696,4.0,641,460000.0,0.024657534246575342,49,23,2
18697,3.0,1784,6400000.0,1.736986301369863,49,8,2
18698,6.0,2869,183348367.0,4.164383561643835,49,12,2
18699,1.0,0,242880.0,-0.27945205479452057,13,22,1
18700,1.0,0,34833.0,2.76986301369863,19,19,2
18701,2.0,670,8000000.0,3.6986301369863015,49,19,2
18702,1.0,0,4000000.0,1.4164383561643836,49,18,2
18703,1.0,0,1300000.0,1.6958904109589041,49,19,2
18704,1.0,0,300000.0,1.4958904109589042,18,8,2
18705,2.0,823,10000000.0,0.2876712328767123,49,6,2
18706,2.0,703,5300000.0,2.6684931506849314,49,19,2
18707,5.0,883,49350000.0,0.3287671232876712,49,6,2
18708,4.0,2222,31000000.0,0.0,49,1,2
18709,1.0,0,667283.0,1.8794520547945206,49,16,2
18710,1.0,0,4000000.0,7.1287671232876715,49,23,0
18711,1.0,0,1270000.0,-0.8356164383561644,49,7,2
18712,1.0,0,1150000.0,1.178082191780822,13,23,2
18713,3.0,519,48000000.0,0.8301369863013699,49,19,0
18714,1.0,0,100000000.0,22.295890410958904,7,19,2
18715,1.0,0,825000.0,4.115068493150685,49,23,2
18716,1.0,0,307167.0,0.39452054794520547,29,8,2
18717,1.0,0,3850000.0,5.131506849315069,18,23,0
18718,5.0,2057,75511200.0,-0.9178082191780822,49,19,2
18719,1.0,0,13168035.0,18.27123287671233,35,23,2
18720,3.0,1135,122199999.0,7.706849315068493,49,19,2
18721,1.0,0,50000.0,0.3287671232876712,49,13,2
18722,1.0,0,300000.0,3.8904109589041096,49,19,2
18723,3.0,3346,25500000.0,5.016438356164383,49,0,2
18726,8.0,2500,74282745.0,5.698630136986301,49,1,2
18727,4.0,581,24653803.0,10.216438356164383,49,2,2
18728,4.0,1501,246700000.0,2.956164383561644,49,13,2
18730,1.0,0,1000000.0,-0.1643835616438356,1,22,1
18731,1.0,0,129030.0,0.0,18,18,2
18732,1.0,0,15000000.0,14.2,49,1,2
18734,2.0,1353,206000000.0,4.421917808219178,49,2,2
18736,1.0,0,527590.0,1.167123287671233,15,19,2
18737,3.0,1216,65700000.0,0.5808219178082191,49,23,2
18738,2.0,355,15360000.0,0.7808219178082192,6,6,2
18739,2.0,1094,2250000.0,0.7534246575342466,49,19,0
18740,1.0,0,100000.0,0.07945205479452055,49,19,2
18741,1.0,0,20000.0,0.26301369863013696,49,19,2
18742,1.0,0,3000000.0,0.2876712328767123,49,8,2
18743,3.0,1569,51732700.0,5.46027397260274,25,2,2
18744,4.0,1074,49000000.0,4.6876712328767125,49,19,2
18745,3.0,239,186000000.0,0.16712328767123288,49,23,0
18746,1.0,0,2950000.0,7.153424657534247,19,19,0
18747,1.0,0,850000.0,1.2328767123287672,19,19,2
18748,5.0,2576,38500000.0,0.6876712328767123,49,19,2
18749,1.0,0,60000000.0,11.213698630136987,49,17,2
18751,1.0,0,1000000.0,1.1506849315068493,49,13,2
18752,1.0,0,5000000.0,4.7095890410958905,49,2,2
18753,1.0,0,517018.0,9.632876712328768,49,25,0
18754,2.0,965,29000000.0,2.164383561643836,49,21,2
18756,1.0,0,450000.0,7.693150684931507,26,19,2
18757,7.0,3619,103100000.0,-1.295890410958904,49,1,0
18758,3.0,1375,10849999.0,0.1726027397260274,49,23,1
18759,1.0,0,477972.0,6.249315068493151,19,23,2
18760,1.0,0,265299.0,5.52054794520548,49,13,2
18761,3.0,92,22400000.0,11.032876712328767,49,8,2
18762,1.0,0,50000.0,2.1013698630136988,49,23,2
18763,1.0,0,25000000.0,7.832876712328767,49,3,2
18764,2.0,866,30000000.0,0.5643835616438356,26,23,2
18765,3.0,1848,7600000.0,0.0,49,19,0
18766,1.0,0,60000.0,0.7479452054794521,49,1,2
18767,1.0,0,1500000.0,8.123287671232877,26,2,2
18768,3.0,1871,81235886.0,4.235616438356164,49,2,0
18769,4.0,1113,12736808.0,3.0136986301369864,49,23,2
18770,2.0,278,1801240.0,5.145205479452055,15,23,2
18771,5.0,1602,88200000.0,-0.04657534246575343,49,23,2
18772,9.0,1895,22755423.0,4.46027397260274,49,19,2
18773,1.0,0,7500000.0,14.005479452054795,49,8,2
18774,4.0,350,1475000.0,-0.1863013698630137,49,6,1
18775,1.0,0,3000000.0,2.1671232876712327,49,19,2
18776,1.0,0,6000000.0,3.2986301369863016,49,8,0
18777,1.0,0,10000000.0,2.1780821917808217,49,23,2
18778,3.0,1241,4000000.0,1.8821917808219177,49,23,0
18779,6.0,519,2210000.0,1.2410958904109588,49,6,2
18780,3.0,1030,64756757.0,16.293150684931508,49,2,2
18781,1.0,0,132000000.0,6.279452054794521,49,3,0
18782,1.0,0,144800.0,2.356164383561644,44,3,2
18784,1.0,0,65684.0,1.2465753424657535,25,23,2
18785,6.0,1765,8788120.0,2.6684931506849314,49,2,2
18786,3.0,907,32900000.0,7.06027397260274,49,8,2
18787,2.0,417,20500000.0,2.936986301369863,7,20,2
18788,1.0,0,10500000.0,3.328767123287671,49,13,2
18789,1.0,0,100000.0,0.6657534246575343,25,19,2
18790,3.0,346,209250.0,0.15616438356164383,49,19,2
18791,2.0,319,43000000.0,6.476712328767123,49,23,1
18792,3.0,1371,4839577.0,-1.6136986301369862,3,23,2
18793,4.0,1528,57600000.0,0.3287671232876712,49,3,2
18794,2.0,243,1015000.0,-0.3287671232876712,49,11,2
18795,4.0,1811,39800000.0,0.9178082191780822,49,19,2
18796,3.0,272,3500000.0,0.37534246575342467,49,0,2
18797,1.0,0,6600000.0,17.197260273972603,26,19,2
18798,6.0,1371,34473197.0,14.043835616438356,49,2,2
18799,1.0,0,753753.0,1.8794520547945206,49,14,2
18800,3.0,631,4387500.0,5.282191780821917,26,2,2
18801,1.0,0,22500000.0,0.28493150684931506,49,1,2
18802,1.0,0,250000.0,0.2684931506849315,49,23,2
18803,2.0,516,12000.0,0.0,49,19,2
18804,3.0,1527,7500000.0,-0.7479452054794521,49,19,0
18805,1.0,0,40000.0,1.1315068493150684,19,19,2
18806,2.0,539,5269376.0,1.7342465753424658,49,13,1
18807,1.0,0,50000.0,0.39452054794520547,49,19,2
18808,1.0,0,1000000.0,2.4575342465753423,49,19,2
18809,6.0,2605,92347081.0,0.4602739726027397,49,2,2
18811,1.0,0,4000000.0,0.7506849315068493,49,23,2
18812,1.0,0,1466387.0,1.989041095890411,49,19,2
18813,1.0,0,60000.0,1.9232876712328768,49,19,2
18814,2.0,1227,250000.0,0.8438356164383561,49,19,2
18815,4.0,1237,37684819.0,5.463013698630137,49,13,2
18816,1.0,0,500000.0,0.0,49,23,1
18817,4.0,2241,6523000.0,0.6684931506849315,49,19,2
18818,1.0,0,39000.0,6.6219178082191785,49,23,2
18819,7.0,1362,36232214.0,0.7178082191780822,49,10,2
18820,1.0,0,736050.0,0.0,24,17,2
18821,1.0,0,2000000.0,1.4712328767123288,49,6,0
18822,1.0,0,15000000.0,4.235616438356164,26,14,2
18823,1.0,0,90000.0,1.0,7,19,2
18824,3.0,342,17400000.0,-0.0273972602739726,49,19,2
18825,1.0,0,2030000.0,7.36986301369863,18,23,2
18826,2.0,63,3020000.0,0.3835616438356164,49,8,2
18827,1.0,0,782625.0,3.2986301369863016,49,2,2
18828,2.0,822,21000000.0,29.356164383561644,49,23,0
18829,3.0,365,40000000.0,7.005479452054795,23,19,2
18831,1.0,0,8000000.0,8.753424657534246,7,23,2
18832,1.0,0,5000000.0,23.265753424657536,26,19,2
18833,3.0,1485,630000.0,0.0,49,23,2
18835,3.0,1351,14403910.0,-0.07671232876712329,13,19,2
18836,1.0,0,48501.0,0.4794520547945205,49,23,2
18837,1.0,0,100000.0,0.25205479452054796,49,19,1
18838,3.0,1616,51410000.0,2.723287671232877,19,23,2
18839,1.0,0,7000000.0,4.6876712328767125,49,19,2
18840,1.0,0,200000.0,2.8986301369863012,13,6,2
18842,2.0,684,9900000.0,12.687671232876712,49,23,2
18843,1.0,0,550000.0,6.136986301369863,49,6,2
18844,1.0,0,1170000.0,10.123287671232877,49,23,2
18845,3.0,1210,10025000.0,1.6547945205479453,49,19,2
18846,3.0,1075,37000000.0,0.7726027397260274,10,23,2
18847,1.0,0,2091000.0,6.96986301369863,18,13,2
18848,3.0,434,4000000.0,2.0547945205479454,49,6,2
18849,5.0,965,1398000.0,1.5123287671232877,49,10,2
18850,1.0,0,200000.0,1.167123287671233,49,19,2
18851,1.0,0,463181.0,0.0,18,12,2
18852,1.0,0,30000.0,0.0,19,22,2
18853,3.0,1223,10384999.0,3.808219178082192,49,23,2
